WORD	FAVOR	AGAINST	NONE	FREQ	SUPPORT
汽车,政府	0	14	0	14	1.0
政府,汽车	0	14	0	14	1.0
环保,环保局	0	11	0	11	1.0
操作,单手	11	0	0	11	1.0
社会,百姓	0	10	0	10	1.0
百姓,社会	0	10	0	10	1.0
环保,蓝天	0	10	0	10	1.0
环保,做起	0	10	0	10	1.0
操作,单手操作	10	0	0	10	1.0
青春,超女	0	0	9	9	1.0
青春,美少女	0	0	9	9	1.0e
青春,无敌	0	0	9	9	1.0
青春,少女	0	0	9	9	1.0
青春,任	0	0	9	9	1.0
腿,超女	0	0	9	9	1.0
腿,美少女	0	0	9	9	1.0
腿,无敌	0	0	9	9	1.0
腿,帅	0	0	9	9	1.0
腿,少女	0	0	9	9	1.0
腿,任	0	0	9	9	1.0
根据,申请	0	0	9	9	1.0
根据,时间表	0	0	9	9	1.0
根据,员工	0	0	9	9	1.0
政府,政	0	9	0	9	1.0
政,政府	0	9	0	9	1.0
员工,申请	0	0	9	9	1.0
员工,根据	0	0	9	9	1.0
员工,时间表	0	0	9	9	1.0
任,青春	0	0	9	9	1.0
任,超女	0	0	9	9	1.0
任,腿	0	0	9	9	1.0
任,美少女	0	0	9	9	1.0
任,无敌	0	0	9	9	1.0
任,帅	0	0	9	9	1.0
任,少女	0	0	9	9	1.0
避免,申请	0	0	8	8	1.0
避免,根据	0	0	8	8	1.0
避免,时间表	0	0	8	8	1.0
避免,扎堆	0	0	8	8	1.0
避免,员工	0	0	8	8	1.0
避免,同一	0	0	8	8	1.0
贴,感受	8	0	0	8	1.0
贴,回家	8	0	0	8	1.0
觉得,喜欢	8	0	0	8	1.0
节日,喜欢	8	0	0	8	1.0
爆竹,环保局	0	8	0	8	1.0
汽车,买不起	0	8	0	8	1.0
根据,避免	0	0	8	8	1.0
根据,扎堆	0	0	8	8	1.0
根据,同一	0	0	8	8	1.0
月份,土豆	8	0	0	8	1.0
春联,一起	8	0	0	8	1.0
感受,贴	8	0	0	8	1.0
土豆,月份	8	0	0	8	1.0
回家,贴	8	0	0	8	1.0
喜欢,觉得	8	0	0	8	1.0
喜欢,节日	8	0	0	8	1.0
员工,避免	0	0	8	8	1.0
员工,扎堆	0	0	8	8	1.0
员工,同一	0	0	8	8	1.0
低,今年	0	8	0	8	1.0
今年,做起	0	8	0	8	1.0
今年,低	0	8	0	8	1.0
买不起,汽车	0	8	0	8	1.0
一起,春联	8	0	0	8	1.0
霾,蓝天	0	7	0	7	1.0
霾,产生	0	7	0	7	1.0
贴,春晚	7	0	0	7	1.0
贴,亲戚	7	0	0	7	1.0
记得,小时候	7	0	0	7	1.0
记得,小时	7	0	0	7	1.0
解决,百姓	0	7	0	7	1.0
老百姓,社会	0	7	0	7	1.0
老百姓,买不起	0	7	0	7	1.0
社会,老百姓	0	7	0	7	1.0
百姓,解决	0	7	0	7	1.0
环保,号召	0	7	0	7	1.0
环保,发出	0	7	0	7	1.0
环保,从我做起	0	7	0	7	1.0
爆竹,蓝天	0	7	0	7	1.0
爆竹,产生	0	7	0	7	1.0
添,月份	7	0	0	7	1.0
汽车,尾气	7	0	0	7	1.0
月份,添	7	0	0	7	1.0
月份,小土豆	7	0	0	7	1.0
月份,小土	7	0	0	7	1.0
春联,回家	7	0	0	7	1.0
文化,吃	7	0	0	7	1.0
政府,懒	0	7	0	7	1.0
恐怖,亲人	7	0	0	7	1.0
尾气,汽车	7	0	0	7	1.0
小时,记得	7	0	0	7	1.0
小土豆,月份	7	0	0	7	1.0
小土,月份	7	0	0	7	1.0
回家,春联	7	0	0	7	1.0
回家,九件	7	0	0	7	1.0
吃,文化	7	0	0	7	1.0
吃,团圆	7	0	0	7	1.0
号召,环保	0	7	0	7	1.0
低,今年春节	0	7	0	7	1.0
今年,碳	0	7	0	7	1.0
产生,霾	0	7	0	7	1.0
产生,爆竹	0	7	0	7	1.0
买不起,老百姓	0	7	0	7	1.0
鼓励,人口	0	6	0	6	1.0
须,避免	0	0	6	6	1.0
