ID	TARGET	TEXT	STANCE	IS_CORRECT	PREDICT
1	IphoneSE	3月31日，苹果iPhone SE正式开卖，然而这款小屏新机并未出现人们预想的疯抢局面。根据市场分析机构Localytics周一公布的数据，iPhone SE正式上市的这个周末，销量成绩并不算太好。	NONE	True	NONE
4	IphoneSE	iPhone SE官网已经要2-3周发货了，也真是一件神奇的事情……	AGAINST	False	FAVOR
8	IphoneSE	iPhone SE的外观太让人失望了，也许价格会成吸引点吧	AGAINST	False	FAVOR
13	IphoneSE	终于等到小屏苹果了，一直想换手机，6S太大，5S想买个用，但是发现这个了以后就一直等着。	FAVOR	True	FAVOR
22	IphoneSE	系统没得说 苹果做的就是系统 开了很多后台依然流畅 再好的安卓时间长了照样卡成屎	FAVOR	True	FAVOR
25	IphoneSE	iphone SE 这配置…这价格…真的吧国产机秒的渣都不剩？还有什么理由不用它？因为没有情怀么？	FAVOR	False	AGAINST
26	IphoneSE	我的看法，iPhone6造型确实比不上前代作品，现在拿4来看依然时尚好看，双面玻璃反光时尚，但易碎，如果库克能在4的基础下进行改良，相信销售也不会下滑吧。关于SE我相信乔布斯不会出一样的产品	AGAINST	False	FAVOR
27	IphoneSE	很好的手机，性价比高，比国产好的没话说，国产一年一环 苹果用5年8年没事不卡不迟钝，黑粉们哪个牌子派来的去哪里带着去，有意思吗？不喜欢就不要买，到处乱喷 这就是素质。	FAVOR	False	NONE
29	IphoneSE	手机中的小钢炮 大屏幕手机可能很多人喜欢 但是无意也会有喜欢小屏幕 高性能的手机 我觉得这是首选 价格上也比较合理	FAVOR	False	AGAINST
47	IphoneSE	经过两个多月的猜测，iPhoneSE虽有小惊喜，但也与行业的猜测没有什么大出入。把iPhone6s的性能配置，放进了iPhone5S的外形中，iPhoneSE有了一种重拾经典的意味	FAVOR	False	NONE
52	IphoneSE	怪不得已爬楼层没有数据，原来是#iPhoneSE# 没有气压计！	AGAINST	False	NONE
63	IphoneSE	惯了大屏手机 #iPhoneSE# 这小手机放兜里总怕丢了 感受不到它的存在	AGAINST	True	AGAINST
64	IphoneSE	iPhonese 三星盖乐世S7/S7edge、vivoX5play OPPO R9 meizu pro6 华为P9 zuk 乐视max2都相继问世 堪称手机世界大战啊	NONE	True	NONE
68	IphoneSE	和之前用的5S长的一样，没有购买欲！由于内存不足，拍个照就提醒，烦死了。我最后抓狂了。买了Iphone6S plus～坦白说，还是5S手感好。	AGAINST	False	NONE
75	IphoneSE	丑爆了  丑爆了  丑爆了	AGAINST	False	FAVOR
80	IphoneSE	听说iPhoneSE回归5的屏幕，掷地有声一句：老娘就知道！当初5S给自己摔了，恨不得重新买一个。最后因为价格和6差不多，再加上貌似要停产5的消息....终于等回一手掌握的日子了	FAVOR	True	FAVOR
84	IphoneSE	把 iPhone 6s plus 给了少爷，自己换了 iPhone SE 玫瑰金和 iPad Pro 凑一对儿～感觉今年的自己冒着粉红泡泡的少女心......头一次没选择同步备份而是设置成了新 iPhone，在放哪些 App 怎么放上认真思考了下，摈弃了需要大屏体验的选择，一屏幕效率一屏幕生活～所有的需要观感体验的都丢去 Pro 上了～	NONE	True	NONE
85	IphoneSE	对于SE，没有想买的欲望。。。	AGAINST	False	FAVOR
87	IphoneSE	问朋友是买iphone SE还是6S，他说SE，想分期，可是最多分期是三期。不知道五一有没有促销呢。	NONE	False	FAVOR
91	IphoneSE	hi~ 各位早上好~ 今天凌晨，苹果公司发布了最新款的iPhone SE手机。长得跟5S一样，回归了小屏，却有着一颗6S的心，性能堪比6S，国行最低3288元成为了史上最便宜的iPhone，而且中国也在3月31日的首发名单中，据称这回是剑指安卓。。。不过，小屏回得去吗？用安卓的你会买吗？	NONE	True	NONE
92	IphoneSE	你们有钱你们买 我就看看  399刀其实性价比挺高的	FAVOR	True	FAVOR
94	IphoneSE	哇 今日放晚学翻到屋企 一进入自己房间第一眼就见到一台iphonese5放系我写字台	NONE	True	NONE
95	IphoneSE	苹果今晨发布iPhone SE，外型沿用5s，性能翻倍；4英寸屏幕搭载A9处理器，后置1200万像素摄像头，支持Live Photos与Apple Pay，很遗憾并不支持3D Touch；16GB和64GB国行售价分别为3288元和4088元。	AGAINST	False	NONE
96	IphoneSE	再过两周，苹果新机iPhone SE就要上市了，这是苹果在“中低端”市场的又一次试水，是总结过iPhone5C失败经验后的又一次起航，但iPhone SE的市场前景很难令人放心	NONE	False	AGAINST
100	IphoneSE	有些东西看久了会腻，有些东西却越看越顺眼。曾经对iPhone5的板砖设计翻白眼的我现在也会想要一台SE了。说白了感情好像也是这么回事。我问过我哥怎么跟嫂子在一起的，他说追到了就在一起了呗。是啊追到了就好其他好像也没有什么要考虑的。真的没有吗。只要越看越顺眼就好了，对吗。	FAVOR	True	FAVOR
101	IphoneSE	前摄像头和5s是一样的！只后摄像头提升了！	NONE	True	NONE
104	IphoneSE	两年前签的手机合约还有一个多月到期，用了一年半的一加最近电池要挂了，一天要充电两次，一到10%就自动关机，所以万能又机智额小伙伴们你们说说我要不要去联通存话费送手机搞一台iphone se？	NONE	True	NONE
106	IphoneSE	虽然我们暂时还不确定苹果4英寸新机会命名为iPhone5se还是iPhoneSE，但是这不妨碍我们对这款产品的期待。	FAVOR	False	AGAINST
112	IphoneSE	不错，是我喜欢的款，下手了	FAVOR	False	AGAINST
113	IphoneSE	苹果公司将在本月晚些时候发布一款新的4英寸iPhone——iPhone SE。一时之间看不明白这个“SE”命名方式的人很多，而早前的消息表示这款新iPhone将被命名为iPhone 5SE	NONE	True	NONE
116	IphoneSE	今天是苹果4寸新机iPhone SE正式上市的日子，很多预订的用户也第一时间收到了新机，问题也随之而来，目前网友反应最多的就是“黄屏”。	NONE	True	NONE
117	IphoneSE	很多人挺搞笑的，说苹果就必须要越造越大才有人买，那你怎么不干脆去买个电脑 买iphone6 plus纯属为了显摆有钱的大有人在，不想换plus的，不是买不起，只是喜欢小屏而已。so，苹果出了iPhoneSE怎么就要被淘汰了！中国喜欢小屏的人多着呢	FAVOR	False	AGAINST
121	IphoneSE	每月仅需 15 美元就能将 iPhone SE 抱回家了，你需要这样的服务吗？	NONE	False	FAVOR
124	IphoneSE	手机壳厂家万万妹想到，堆在角落里积压库存多时卖不出去的iphone5手机壳居然焕发了第二春。	AGAINST	False	NONE
127	IphoneSE	现在用小屏的人还是挺多的，不是所有人都对大屏感冒	FAVOR	True	FAVOR
128	IphoneSE	是啊，苹果手机在美国也就是一个千元机了，来到中国就这么贵了，坚决不买。	AGAINST	False	FAVOR
131	IphoneSE	本来还想买个玫瑰金的，居然黄屏，算啦。等iPhone7好了	AGAINST	False	FAVOR
132	IphoneSE	自从用了plus，就再也不想用小屏了	AGAINST	False	FAVOR
137	IphoneSE	iPhoneSE黄屏验证了一句俗语便宜没好货	AGAINST	False	NONE
147	IphoneSE	睡前来个无责任预测，iPhone SE应该卖的不会太差，但是主要集中于美版、港版——毕竟这两个版本更低的价格摆着呢。	FAVOR	False	NONE
151	IphoneSE	屏幕顶部大概有3mm的黄带…客服说不是通病，你还是换吧。。	AGAINST	False	FAVOR
152	IphoneSE	天哪！iphone se最低只要399美元！天哪！这个价格太爆炸了，国产手机大危机？？	FAVOR	True	FAVOR
154	IphoneSE	要是苹果把这款se的屏幕做到跟6一样大的话，我感觉除了se所有都要完，不直安卓要完包括苹果6的所有衍生型号也都要完，问啥库克船长不愿意一剑封喉呢	AGAINST	False	NONE
161	IphoneSE	iPhone SE印度没人要：贵的离谱	AGAINST	False	FAVOR
164	IphoneSE	虽然苏宁的iphone 6s比官网便宜700块，我还是毅然在官网下了se的订单。为啥啊？因为苹果店的服务态度吼吼啊，苏宁就是一坨屎啊，靴靴。	NONE	False	FAVOR
165	IphoneSE	手机主流屏幕尺寸越来越大，4～5寸的小屏手机反倒成了蓝海市场。目前市面上除了iPhone外，基本找不到设计精良的小屏安卓手机了。而这部分市场需求依然巨大，安卓厂商们能否上点心？	FAVOR	True	FAVOR
166	IphoneSE	苹果推出iPhone se，关键外形和5s是一样的，配置是6s的，还不贵，销量肯定不错。对于一个外设服务商，我只想说，谢谢	FAVOR	True	FAVOR
167	IphoneSE	之前各种预测的iphoneSE真的出现了 只不过预测的都是SE采用6s的外观 没想到用的还是5s…猜中了开头没猜中结局啊	AGAINST	False	NONE
168	IphoneSE	苹果始终就是单卡，是不是换种观念看中国，我觉得这么大的市场应该应该体验，调查一下中国人的喜好再出手机。不要每次总是却一点。	AGAINST	True	AGAINST
169	IphoneSE	卧槽卧槽。。这个价格我有点心动 不过用这玩意别人看起来就跟5s一毛一样	NONE	False	FAVOR
175	IphoneSE	iPhone SE 是一部定位及其精准的手机，目标人群就是那些喜欢 iOS 系统和小尺寸手机的消费者，不得不说库克还是很会做生意的。让尽可能多的用户进入 Apple 的产品生态中去，这也是 Apple 一贯的做法。iPhone SE 是一部定位及其精准的手机，目标人群就是那些喜欢 iOS 系统和小尺寸手机的消费者，不得不说库克还是很会做生意的。让尽可能多的用户进入 Apple 的产品生态中去，这也是 Apple 一贯的做法。	FAVOR	True	FAVOR
177	IphoneSE	外观有些失望，除了颜色很难区分5s与se，不过配置还是可喜的，当个备用机好不错，比一些廉价的安卓机好一些	NONE	True	NONE
181	IphoneSE	iPhoneSE 价格良心，年轻人的第一台iPhone。	FAVOR	False	AGAINST
182	IphoneSE	iPhone SE售价：16GB 399美元，约合人民币2586元；64GB 499美元，约合人民币3235元。3月24日开始预定，3月31日就开始销售， 决定入手一个，毕竟真的不喜欢大屏手机。 不管苹果多好，没中间的都是浮云。	FAVOR	False	NONE
184	IphoneSE	呵呵 ，这个手机，说白了就是苹果公司IPHONE5（S）的零件还有库存，换上6的芯片来找冤大头了，不信各位可以把这个手机和上一代苹果手机的参数对比一下你就知道，看了评论和网上商城的一些评论就知道，很多买这款手机的人以前用的都是5或者5S，几乎没有以前买大屏手机的用户来买这个手机，这说明了什么？很明显该手机就是用来迎合那些舍不得花钱买6而又想继续装苹果B的人。	AGAINST	True	AGAINST
194	IphoneSE	一直很喜欢苹果的设计，不管是我外观还是界面，一直用的iPhone6，单手操作有点困难，导致摔了很多次，在这里必须说，虽然苹果砸不了核桃，但是质量没网传那么差，现在6依然是新新的，这次SE出来，24号毫不犹豫的在官网订购了，4月5号到手，16G玫瑰金，用作备用机，续航什么的都很好特别的后置拍照，必须给力，没有出现电源键松动和黄屏现象	FAVOR	False	AGAINST
198	IphoneSE	True Tone Flash 双色温闪光灯 …这个功能是在拍摄前计算场景色温，避免单一色温闪光输出造成的肤色惨白…据说iPhone SE的Touch ID并非最新的Touch ID第二代技术(6s炫酷的3D Touch)，而仍然采用了iPhone 5s时期的初代指纹识别技术。但本质上，它就是一个小型的6s。	NONE	True	NONE
200	IphoneSE	好久没有体验到发工资带来的乐趣了，到账后立刻买了iPhoneSE，玫瑰金唯一不足西湖店和万象城店都没玫瑰金…有时候做个月光族也蛮好的，发工资了开心～	FAVOR	True	FAVOR
202	IphoneSE	不能只看6g，4g，这内存成本并不高，一些厂家只是为了显示其配置高而已。关键在用户体验！很多厂家只知道堆硬件，也只会堆硬件，所谓高配低价或适中价，以此来博取眼球。	NONE	False	FAVOR
208	IphoneSE	有时候一顿一顿的 不是很流畅	AGAINST	False	FAVOR
210	IphoneSE	讲真的，iPhone SE的玫瑰金版真心好看，比6s的玫瑰金版好看多，至少第一眼看上去不那么土了。但手感一定是6s好，SE根本不是一个档次的。	FAVOR	False	AGAINST
214	IphoneSE	纵观当下智能手机市场，能说得出口的 5 英寸以下的旗舰产品已然不多了。苹果公司将在本月中下旬推出 4 英寸新品 iPhone SE，外媒给出了最接近成品的渲染图。白带不异常，经典三段式，覆盖 2.5D 玻璃，整体轮廓变得更加圆润。传闻售价 3688 元起。	NONE	True	NONE
217	IphoneSE	苹果最大的优点是怎么用怎么折腾都流畅不会卡，这点真的是很难做到的，安卓你试一下狂用狂折腾看看会不会卡，呵呵	FAVOR	True	FAVOR
222	IphoneSE	特别喜欢苹果5S 方方正正，金属倒角！ 但是5S落伍了！特别可以！ 但是没想到发布了这款SE！那必须买	FAVOR	False	AGAINST
223	IphoneSE	iPhone SE…把6s的功能搬到了5s的壳子里…	AGAINST	False	FAVOR
226	IphoneSE	SE这么小屏的手机加上只有1136 x 640 分辨率，几乎所有游戏，地图导航，高清视频 都用不了或者看不清，买回去只能当作纪念和当摆设 根本不实用 完完全全的累赘	AGAINST	True	AGAINST
231	IphoneSE	PhoneSE中国预订突破340万 土豪金受追捧	FAVOR	False	NONE
237	IphoneSE	不说别的，就冲苹果的流畅度，也足够秒杀一堆国产机了吧	FAVOR	True	FAVOR
238	IphoneSE	这个什么iPhonese感觉就是来骗钱的，3000多为什么还叫便宜，还不如华为手机了，3000多国产手机都很高端了！	AGAINST	True	AGAINST
240	IphoneSE	如果苹果只是一个小牌子，我想不会有这么多人关心吧，再多的吐槽，你也不得不承认他是一部很好用的手机	FAVOR	True	FAVOR
247	IphoneSE	iPhone SE哈哈哈 和6s一样的配置，和5s一样的外观，史上最便宜的iPhone，可以可以 这下放心了，6s用户哭晕，5s再战两年   睡觉睡觉，可以不用看了	FAVOR	False	AGAINST
257	IphoneSE	室友说丹丹你不觉得iphoneSE就是为你量身定做的吗你手机卡成这样去换了吧，我觉得说的很有道理 这一款的大小确实是我心头爱。可是我没钱可是我没钱可是我没钱 我得考虑一下去做家教了 生活怎么这么艰难 手机真的很卡。。。卡。。啊。啊啊	NONE	True	NONE
258	IphoneSE	单手操作挺好的 谁说手机非要大屏的 少放屁啦	FAVOR	False	AGAINST
267	IphoneSE	作为一个小屏党，iPhone SE真的诱惑我。但是，作为一个男人，我觉得我的肾更重要	NONE	False	FAVOR
274	IphoneSE	总的来说，iphone SE对比5s的优点：玫瑰金，Apple Pay，更快的4g速度（体验不出），更高像素摄像头。所以买SE体验提升最大的是iphone 5的用户。	FAVOR	True	FAVOR
275	IphoneSE	配置，Apple Pay，LivePhoto，流畅度。满意。外观，握感，一般（上一步是5S），无缝切换放佛没有换手机。电池续航，惊喜。	FAVOR	False	NONE
276	IphoneSE	昨天去了广州天河城数码，也就是广州卖手机最大的市场，我进专卖店问店员，有没有客人买到黄屏的？店员说不知道，至今没有开过，天啦，16g都没有一台卖掉，这个市场多差	AGAINST	False	NONE
278	IphoneSE	我也把6给了妈妈用，自己定了一台se	FAVOR	True	FAVOR
281	IphoneSE	相信我，小屏手机只是一个嚷嚷罢了。我们要的是比较大的屏幕和较小的手机尺寸便于携带握持。就是所谓的屏占比。如果iphone5s或者se有一个4.7或者5寸的屏幕，那就真的完美了。希望手机厂商能够长点脑子。	AGAINST	True	AGAINST
282	IphoneSE	已用两周，满意，尤其电池续航！	FAVOR	False	AGAINST
283	IphoneSE	东西是挺好其实 但是你tm要提前做好保密啊！！俩月前就被曝光了 开发布会还有何意义	NONE	True	NONE
285	IphoneSE	迄今我最喜欢的iPhone还是5s，4寸才是拿在手里最舒服的尺寸，这本来是大量数据采集得出的结果，被三星的大屏逼的没办法才出了大屏，回归4寸是尊重人体工学的做法，别跟着安卓比大小了，他们还整天比内存和Core呢，苹果不需要参与以弥补缺陷为目的的比拼。如果6se是4寸，我就买。	FAVOR	False	AGAINST
289	IphoneSE	最新款iphone SE ！！！16g粉3210、16g金3300、16g白3310、64g粉4020、64g金4080、64g白4220、64g灰4150。	NONE	True	NONE
292	IphoneSE	iPhone SE是什么鬼，和iPhone5S长得一样还贵那么多，装逼都不好用。又是一个短命手机，我赌五毛。	AGAINST	False	FAVOR
293	IphoneSE	本来就是废物利用，不出故障真对不起这些用剩的硬件了	AGAINST	True	AGAINST
298	IphoneSE	4英寸新机发布？iPhone 5s也许才是大赢家：不知道这一次，苹果能不能让小屏手机重新火起来？	NONE	False	AGAINST
308	IphoneSE	便宜不了，主要面对喜欢小屏又嫌5s配置太低的人，压感屏其实在很多人眼里都是一个然并卵的功能，喜欢4寸的人真不一定需要	AGAINST	False	FAVOR
322	IphoneSE	非常好，我就喜欢4英寸的手机，而且运行起来也非常快，价格也还行	FAVOR	True	FAVOR
324	IphoneSE	看看看着眉毛就就起来了，眼累	AGAINST	False	FAVOR
325	IphoneSE	苹果在这款手机上的利润率仅有三分之一，表明苹果为了刺激淡季的手机销量，愿意牺牲一定的利润率。SE的利润率大约为35%，而6s和5s毛利率都在45%左右；显然，苹果SE的利润率明显下降。SE的物料成本和6s相比，降低了22%。可见苹果对供应链的掌控能力，利用了6s手机剩余的零部件库存，从而降低了成本。	AGAINST	False	NONE
326	IphoneSE	昨晚熬夜看了发布会，今天早起又看了看具体的配置。iPhone se 真的好尴尬，性能虽然和6s差不多，但是你1G运存，还能不能还好的做一个小屏旗舰呢。我感觉买se的完全就是情怀，现在我依然认为，iPhone 5s的工业设计与手感最棒没有之一！	AGAINST	False	FAVOR
