WORD	FAVOR	AGAINST	NONE	FREQ	SUPPORT
单手	13	0	0	13	1.0
生存	0	12	0	12	1.0
底层	0	10	0	10	1.0
劳动力	0	10	0	10	1.0
同一	0	0	8	8	1.0
做起	0	8	0	8	1.0
龙岗	7	0	0	7	1.0
生就	0	7	0	7	1.0
环保局	0	7	0	7	1.0
时间表	0	0	7	7	1.0
单手操作	7	0	0	7	1.0
退	0	6	0	6	1.0
解决问题	0	6	0	6	1.0
节约	0	6	0	6	1.0
稳定	6	0	0	6	1.0
法律依据	0	6	0	6	1.0
民众	0	6	0	6	1.0
正好	6	0	0	6	1.0
普通	0	6	0	6	1.0
少女	0	0	6	6	1.0
婚假	0	6	0	6	1.0
医生	0	6	0	6	1.0
几千年	6	0	0	6	1.0
几千	6	0	0	6	1.0
中秋	6	0	0	6	1.0
远离	0	5	0	5	1.0
超女	0	0	5	5	1.0
美少女	0	0	5	5	1.0
红绿灯	5	0	0	5	1.0
红绿	5	0	0	5	1.0
端午节	5	0	0	5	1.0
端午	5	0	0	5	1.0
秋节	5	0	0	5	1.0
爸爸妈妈	5	0	0	5	1.0
清新	0	5	0	5	1.0
淡	5	0	0	5	1.0
没收	0	5	0	5	1.0
比比皆是	5	0	0	5	1.0
比比	5	0	0	5	1.0
无敌	0	0	5	5	1.0
延迟	0	5	0	5	1.0
巫术	5	0	0	5	1.0
尊重	0	5	0	5	1.0
安安	0	5	0	5	1.0
大宝	5	0	0	5	1.0
团圆饭	5	0	0	5	1.0
再也	0	5	0	5	1.0
中秋节	5	0	0	5	1.0
三年	5	0	0	5	1.0
蓝天	1	15	0	16	0.9375
土鸡	12	1	0	13	0.923076923077
劳动	1	12	0	13	0.923076923077
退休	1	11	0	12	0.916666666667
横冲	11	1	0	12	0.916666666667
弟弟	11	1	0	12	0.916666666667
孕	10	0	1	11	0.909090909091
亲戚	10	1	0	11	0.909090909091
餐饮业	2	18	0	20	0.9
对准	2	18	0	20	0.9
铁站	9	0	1	10	0.9
烧纸	1	9	0	10	0.9
毫无	1	9	0	10	0.9
断崖	0	9	1	10	0.9
承诺	1	9	0	10	0.9
地铁站	9	0	1	10	0.9
千年	9	0	1	10	0.9
粗暴	0	8	1	9	0.888888888889
穷人	0	8	1	9	0.888888888889
碳	1	8	0	9	0.888888888889
直撞	8	1	0	9	0.888888888889
疯狂	1	8	0	9	0.888888888889
横冲直撞	8	1	0	9	0.888888888889
家家	8	0	1	9	0.888888888889
大气	1	8	0	9	0.888888888889
哥哥	8	1	0	9	0.888888888889
倡议	2	23	1	26	0.884615384615
亲人	15	1	1	17	0.882352941176
法律	1	14	1	16	0.875
感受	14	1	1	16	0.875
自觉	1	7	0	8	0.875
生日	7	0	1	8	0.875
没钱	1	7	0	8	0.875
扎堆	1	0	7	8	0.875
户户	7	0	1	8	0.875
就业	1	7	0	8	0.875
家户	7	0	1	8	0.875
家家户户	7	0	1	8	0.875
守岁	7	0	1	8	0.875
奇葩	0	7	1	8	0.875
同意	0	7	1	8	0.875
可笑	1	7	0	8	0.875
依据	0	7	1	8	0.875
产假	1	7	0	8	0.875
西方	13	1	1	15	0.866666666667
春晚	13	1	1	15	0.866666666667
餐饮	2	19	1	22	0.863636363636
春联	24	1	3	28	0.857142857143
权利	2	12	0	14	0.857142857143
失望	0	12	2	14	0.857142857143
重	0	6	1	7	0.857142857143
财神	6	1	0	7	0.857142857143
祥和	0	6	1	7	0.857142857143
祝福	6	1	0	7	0.857142857143
有钱	1	6	0	7	0.857142857143
政权	0	6	1	7	0.857142857143
擦	6	1	0	7	0.857142857143
携带	6	1	0	7	0.857142857143
打着	1	6	0	7	0.857142857143
恐怖主义	6	1	0	7	0.857142857143
年货	6	1	0	7	0.857142857143
平等	1	6	0	7	0.857142857143
屁	1	6	0	7	0.857142857143
嫌	1	6	0	7	0.857142857143
唱	6	1	0	7	0.857142857143
合适	6	0	1	7	0.857142857143
可爱	6	1	0	7	0.857142857143
加油	6	1	0	7	0.857142857143
通工	0	11	2	13	0.846153846154
吃饺子	11	1	1	13	0.846153846154
交通工具	0	11	2	13	0.846153846154
齐	5	1	0	6	0.833333333333
首映	5	0	1	6	0.833333333333
颜	5	0	1	6	0.833333333333
隐患	0	5	1	6	0.833333333333
该机	1	0	5	6	0.833333333333
记忆	5	0	1	6	0.833333333333
福	5	1	0	6	0.833333333333
涨	1	5	0	6	0.833333333333
没法	1	5	0	6	0.833333333333
没人	5	1	0	6	0.833333333333
朋友圈	1	0	5	6	0.833333333333
明确	0	5	1	6	0.833333333333
明星	5	0	1	6	0.833333333333
无数	0	5	1	6	0.833333333333
新款	1	0	5	6	0.833333333333
排放	5	1	0	6	0.833333333333
挤	5	1	0	6	0.833333333333
承担	1	5	0	6	0.833333333333
成长	5	0	1	6	0.833333333333
恶心	1	5	0	6	0.833333333333
尴尬	0	5	1	6	0.833333333333
大城市	5	1	0	6	0.833333333333
大城	5	1	0	6	0.833333333333
后来	5	1	0	6	0.833333333333
台	5	0	1	6	0.833333333333
半个	5	1	0	6	0.833333333333
出发	1	5	0	6	0.833333333333
倡导	1	5	0	6	0.833333333333
借	1	5	0	6	0.833333333333
人性	1	5	0	6	0.833333333333
一部分	5	0	1	6	0.833333333333
一旦	0	5	1	6	0.833333333333
小时候	14	2	1	17	0.823529411765
鼓励	2	18	2	22	0.818181818182
服务	0	9	2	11	0.818181818182
实话	2	9	0	11	0.818181818182
大量	0	9	2	11	0.818181818182
哈哈哈	9	2	0	11	0.818181818182
计划生育	3	21	2	26	0.807692307692
逆行	12	3	0	15	0.8
懒	1	12	2	15	0.8
宝	12	0	3	15	0.8
新衣	8	1	1	10	0.8
妹妹	8	2	0	10	0.8
坑	2	8	0	10	0.8
噪音	2	8	0	10	0.8
员工	1	1	8	10	0.8
号	2	8	0	10	0.8
鬼	1	4	0	5	0.8
领空	4	0	1	5	0.8
难过	0	4	1	5	0.8
阿萨德	4	1	0	5	0.8
阿萨	4	1	0	5	0.8
阿拉伯	4	1	0	5	0.8
阿拉	4	1	0	5	0.8
都市	4	1	0	5	0.8
迟早	1	4	0	5	0.8
违反	1	4	0	5	0.8
软件	4	0	1	5	0.8
走亲戚	4	1	0	5	0.8
赚钱	0	4	1	5	0.8
谋生	0	4	1	5	0.8
营销	0	4	1	5	0.8
苏联	0	4	1	5	0.8
舒服	4	1	0	5	0.8
老娘	1	4	0	5	0.8
经常	4	1	0	5	0.8
睡觉	4	0	1	5	0.8
特种	1	4	0	5	0.8
物价	1	4	0	5	0.8
爱护	1	4	0	5	0.8
没错	4	1	0	5	0.8
权	0	4	1	5	0.8
期盼	1	4	0	5	0.8
最低	1	4	0	5	0.8
改装	4	0	1	5	0.8
改成	1	4	0	5	0.8
提	0	4	1	5	0.8
指出	1	4	0	5	0.8
拉伯	4	1	0	5	0.8
抚养	1	4	0	5	0.8
技术	0	1	4	5	0.8
我市	0	1	4	5	0.8
感人	4	1	0	5	0.8
恶劣	4	1	0	5	0.8
恭喜	4	0	1	5	0.8
恐	0	4	1	5	0.8
形势	0	4	1	5	0.8
幼儿园	4	1	0	5	0.8
平时	4	1	0	5	0.8
巴马	4	1	0	5	0.8
小宝	4	1	0	5	0.8
客户	0	4	1	5	0.8
守	0	4	1	5	0.8
婴儿	4	1	0	5	0.8
好不容易	0	4	1	5	0.8
奥巴马	4	1	0	5	0.8
奥巴	4	1	0	5	0.8
奥	4	0	1	5	0.8
天上	4	1	0	5	0.8
大幅	0	4	1	5	0.8
多多	1	4	0	5	0.8
圣诞	4	0	1	5	0.8
哪个	1	0	4	5	0.8
印象	4	0	1	5	0.8
千万	0	4	1	5	0.8
加大	0	4	1	5	0.8
加入	4	1	0	5	0.8
力量	4	1	0	5	0.8
出席	4	0	1	5	0.8
出口	4	0	1	5	0.8
保护环境	0	4	1	5	0.8
保护环	0	4	1	5	0.8
俗称	4	0	1	5	0.8
何以	0	4	1	5	0.8
低于	0	1	4	5	0.8
休息	1	4	0	5	0.8
